GeneMark.hmm PROKARYOTIC (Version 3.26)
Date: Mon Aug 10 18:07:25 2015
Sequence file name: seq.fna
Model file name: /home/genemark/parameters/prokaryotic/Aeropyrum_pernix_K1/GeneMark_hmm_combined.mod
RBS: true
Model information: Aeropyrum_pernix_K1

FASTA definition line: gi|118430835|ref|NC_000854.2| Aeropyrum pernix K1, complete genome
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
  886        -      824615      825397          783        1
  887        -      825405      826688         1284        1
  888        -      826782      827819         1038        1
  889        -      827836      828720          885        1
  890        -      828727      830682         1956        1
  891        -      830686      831531          846        1
  892        +      831753      833243         1491        1
  893        +      833304      833840          537        1
  894        +      833830      834936         1107        1
  895        +      834911      835831          921        1
  896        +      835856      837103         1248        1
  897        +      837100      837822          723        1
  898        +      837843      838043          201        1
  899        -      838120      838290          171        1
  900        +      838501      838956          456        1
  901        -      839092      839616          525        1
  902        -      839725      840876         1152        1
  903        +      841037      843079         2043        1
  904        +      843086      844774         1689        1
  905        +      844836      845147          312        1
  906        +      845231      846256         1026        1
  907        -      846253      847902         1650        1
  908        +      848063      848746          684        1
  909        +      848760      849434          675        1
  910        +      849477      853589         4113        1
  911        +      853593      854513          921        1
  912        +      854634      854909          276        1
  913        +      854925      855518          594        1
  914        -      855533      857503         1971        1
  915        -      857545      857703          159        2
  916        +      857703      857975          273        1
  917        -      858005      858445          441        1
  918        +      858609      862574         3966        1
  919        -      862807      863328          522        1
  920        -      863530      864237          708        1
  921        -      864317      864838          522        1
  922        +      865053      865811          759        1
  923        -      865808      866293          486        1
  924        +      866653      867333          681        1
  925        -      867372      868097          726        1
  926        -      868138      868863          726        1
  927        -      868912      869286          375        1
  928        +      869642      871822         2181        1
  929        +      872314      872895          582        1
  930        +      872882      874243         1362        1
  931        +      874305      874568          264        1
  932        +      874786      878433         3648        1
  933        +      878476      879414          939        1
  934        +      879395      880318          924        1
  935        +      880421      881773         1353        1
  936        -      882035      882694          660        1
  937        +      882903      884165         1263        1
  938        -      884182      884766          585        1
  939        -      884744      885631          888        1
  940        +      885826      888072         2247        1
  941        +      888217      889215          999        1
  942        +      889217      890380         1164        1
  943        +      890388      891389         1002        1
  944        +      891404      892438         1035        1
  945        -      892465      893724         1260        1
  946        +      893970      894296          327        1
  947        +      894303      895343         1041        1
  948        +      895512      895781          270        1
  949        +      895854      896633          780        1
  950        -      896868      897626          759        1
  951        -      897633      898628          996        1
  952        -      899246      900640         1395        1
  953        -      900645      902771         2127        1
  954        -      902775      904316         1542        1
  955        -      904322      904597          276        1
  956        -      904638      905120          483        1
  957        -      905110      905670          561        1
  958        -      905703      906830         1128        1
  959        -      906863      908107         1245        1
  960        -      908092      908661          570        1
  961        -      908674      909273          600        1
  962        -      909294      909710          417        1
  963        -      909853      912063         2211        1
  964        -      912114      912860          747        1
  965        -      912962      913936          975        1
  966        -      913923      914255          333        1
  967        -      914233      914604          372        1
  968        -      914630      914911          282        1
  969        -      914908      915756          849        1
  970        -      915758      916477          720        1
  971        -      916489      917079          591        1
  972        -      917209      917469          261        1
  973        -      917486      918316          831        1
  974        -      918313      919053          741        1
  975        -      919058      919765          708        1
  976        -      919904      920680          777        1
  977        -      920843      921478          636        1
  978        -      921489      921950          462        1
  979        -      922058      922735          678        1
  980        +      923066      925582         2517        1
  981        -      925755      925895          141        1
  982        -      925901      926479          579        1
  983        -      926537      927922         1386        1
  984        -      928078      928503          426        1
  985        -      928500      929312          813        1
  986        -      929333      930400         1068        1
  987        +      930550      930735          186        1
  988        +      930732      931592          861        1
  989        +      931622      932782         1161        1
  990        +      932763      933794         1032        1
  991        +      934072      934881          810        1
  992        +      934853      935218          366        1
  993        -      935247      936176          930        1
  994        -      936166      938094         1929        1
  995        -      938145      938405          261        1
  996        -      938555      939457          903        1
  997        +      939530      940441          912        1
  998        +      940590      941132          543        1
  999        +      941110      941949          840        1
 1000        -      942249      944258         2010        1
 1001        +      944400      944666          267        1
 1002        +      944849      945871         1023        1
 1003        +      945886      946548          663        1
 1004        +      946526      947248          723        1
 1005        -      947216      947824          609        1
 1006        -      947826      948806          981        1
 1007        +      949095      949331          237        1
 1008        -      949482      950468          987        1
 1009        -      950559      951794         1236        1
 1010        -      951779      952180          402        1
 1011        +      952465      953004          540        1
 1012        +      953070      953816          747        1
 1013        +      953850      955151         1302        1
 1014        +      955172      955633          462        1
 1015        -      955640      956407          768        1
 1016        +      956501      957424          924        1
 1017        +      957414      958160          747        1
 1018        +      958189      958782          594        1
 1019        +      958933      960111         1179        1
 1020        -      960108      960434          327        1
 1021        -      960539      960949          411        1
 1022        +      961097      962074          978        1
 1023        +      962079      963518         1440        1
 1024        -      963669      963989          321        1
 1025        -      963986      964570          585        1
 1026        +      964696      965865         1170        1
 1027        -      965862      966188          327        1
 1028        -      966238      967608         1371        1
 1029        +      967731      968162          432        1
 1030        -      968193      969059          867        1
 1031        +      969289      970440         1152        1
 1032        +      970493      971164          672        1
 1033        -      971170      972489         1320        1
 1034        -      972541      974691         2151        1
 1035        +      974847      975443          597        1
 1036        -      975427      975822          396        1
 1037        -      975879      977615         1737        1
 1038        +      977887      978789          903        1
 1039        +      978786      979910         1125        1
 1040        -      979949      980857          909        1
 1041        -      980764      981825         1062        1
 1042        +      982136      983074          939        1
 1043        +      983868      984707          840        2
 1044        +      984968      985168          201        1
 1045        +      985215      985499          285        2
 1046        +      986224      987150          927        1
 1047        +      987259      987438          180        1
 1048        +      987528      987953          426        1
 1049        -      987907      988626          720        1
 1050        -      988616      989278          663        1
 1051        -      989297      990454         1158        1
 1052        -      990526      990858          333        1
 1053        -      990988      991431          444        2
 1054        -      991691      992632          942        1
 1055        -      992598      994061         1464        1
 1056        +      994245      994463          219        1
 1057        -      994465      996087         1623        1
 1058        +      996232      996798          567        1
 1059        -      997282      997563          282        1
 1060        -      997595      998728         1134        1
 1061        -      998731      999705          975        1
 1062        -      999712     1001277         1566        1
 1063        -     1001314     1002405         1092        1
 1064        -     1002694     1005441         2748        1
 1065        +     1005597     1006037          441        1
 1066        +     1006081     1007250         1170        1
 1067        -     1007461     1007607          147        1
 1068        -     1007647     1007754          108        1
 1069        -     1007789     1008187          399        1
 1070        -     1008165     1008329          165        1
 1071        +     1008527     1008760          234        1
 1072        +     1008897     1009202          306        1
 1073        +     1009252     1010670         1419        1
 1074        +     1010655     1011458          804        1
 1075        +     1011725     1012030          306        1
 1076        +     1012110     1013330         1221        1
 1077        -     1013327     1015303         1977        1
 1078        -     1015344     1016249          906        1
 1079        +     1016484     1016747          264        1
 1080        -     1016762     1018342         1581        1
 1081        +     1018476     1019279          804        1
 1082        +     1019293     1019532          240        1
 1083        -     1019529     1020326          798        1
 1084        -     1020289     1020978          690        1
 1085        -     1021099     1023051         1953        1
 1086        -     1023135     1023557          423        1
 1087        -     1023672     1024727         1056        1
 1088        -     1024774     1026048         1275        1
 1089        +     1026113     1026271          159        1
 1090        +     1026440     1026886          447        1
 1091        -     1026909     1029620         2712        1
 1092        -     1029676     1030845         1170        1
 1093        -     1031072     1032718         1647        1
 1094        -     1032893     1033222          330        1
 1095        -     1033310     1034011          702        1
 1096        -     1034157     1034462          306        1
 1097        +     1034627     1034848          222        1
 1098        +     1035051     1036484         1434        1
 1099        +     1036628     1037494          867        1
 1100        +     1037502     1038314          813        1
 1101        +     1038321     1039379         1059        1
 1102        -     1039519     1040520         1002        1
 1103        +     1040568     1042319         1752        1
 1104        +     1042393     1042818          426        1
 1105        +     1042889     1043326          438        1
 1106        +     1043365     1043925          561        1
 1107        -     1043922     1044515          594        1
 1108        -     1044485     1045054          570        1
 1109        -     1045071     1046354         1284        1
 1110        +     1046534     1047703         1170        1
 1111        +     1047693     1048904         1212        1
 1112        +     1048979     1049587          609        1
 1113        +     1049590     1050597         1008        1
 1114        -     1050594     1051040          447        1
 1115        +     1051138     1051512          375        1
 1116        -     1051529     1052011          483        1
 1117        -     1052014     1052940          927        1
 1118        -     1052980     1053786          807        1
 1119        -     1053793     1054113          321        1
 1120        -     1054197     1055591         1395        1
 1121        -     1055685     1056923         1239        1
 1122        -     1056939     1057916          978        1
 1123        -     1057931     1059193         1263        1
 1124        +     1059450     1060619         1170        1
 1125        -     1060648     1061616          969        1
 1126        -     1061603     1062088          486        1
 1127        -     1062066     1063763         1698        1
 1128        +     1063899     1064723          825        1
 1129        -     1064720     1065211          492        1
 1130        -     1065177     1065809          633        1
 1131        -     1065834     1066643          810        1
 1132        +     1066912     1067442          531        1
 1133        +     1067486     1068244          759        1
 1134        +     1068309     1068761          453        1
 1135        +     1068974     1070101         1128        1
 1136        +     1070118     1070468          351        1
 1137        -     1070483     1071034          552        1
 1138        -     1071064     1071567          504        1
 1139        -     1071552     1072304          753        1
 1140        +     1072393     1073154          762        1
 1141        +     1073223     1074653         1431        1
 1142        +     1074701     1075876         1176        1
 1143        -     1075942     1078317         2376        1
 1144        +     1078509     1079468          960        1
 1145        +     1079589     1080773         1185        1
 1146        -     1080845     1081753          909        1
 1147        +     1081809     1082123          315        1
 1148        +     1082120     1083565         1446        1
 1149        +     1083562     1085022         1461        1
 1150        +     1085136     1085708          573        1
 1151        +     1085823     1085957          135        1
 1152        +     1085947     1086537          591        1
 1153        +     1086648     1087412          765        1
 1154        +     1087480     1088649         1170        1
 1155        +     1088728     1089204          477        1
 1156        -     1089211     1089816          606        1
 1157        +     1090031     1090828          798        1
 1158        +     1090850     1092565         1716        1
 1159        +     1092687     1093130          444        1
 1160        +     1093177     1094730         1554        1
 1161        +     1094740     1096524         1785        1
 1162        +     1096531     1097607         1077        1
 1163        -     1097604     1098128          525        1
 1164        -     1098148     1099473         1326        1
 1165        +     1099724     1100176          453        1
 1166        +     1100197     1100712          516        1
 1167        +     1100729     1101130          402        1
 1168        +     1101210     1102070          861        1
 1169        +     1102067     1102429          363        1
 1170        +     1102468     1102929          462        1
 1171        +     1102926     1103399          474        1
 1172        +     1103407     1103640          234        1
 1173        +     1103649     1104266          618        1
 1174        -     1104361     1104813          453        1
 1175        -     1104797     1105372          576        1
 1176        -     1105369     1106544         1176        1
 1177        -     1106761     1108695         1935        1
 1178        +     1108968     1110413         1446        1
 1179        -     1110410     1110970          561        1
 1180        -     1111126     1111662          537        1
 1181        -     1111663     1112661          999        1
 1182        -     1112734     1113861         1128        1
 1183        -     1113858     1114607          750        1
 1184        -     1114600     1115385          786        1
 1185        -     1115390     1116235          846        1
 1186        -     1116297     1117625         1329        1
 1187        -     1117686     1119188         1503        1
 1188        -     1119726     1120883         1158        1
 1189        +     1121258     1121722          465        1
 1190        +     1121796     1122533          738        1
 1191        -     1122659     1122958          300        1
 1192        -     1123181     1123636          456        1
 1193        -     1123991     1125523         1533        1
 1194        +     1125853     1126215          363        1
 1195        -     1126212     1126859          648        1
 1196        -     1126859     1128256         1398        1
 1197        -     1128277     1128849          573        1
 1198        +     1129033     1131054         2022        1
 1199        -     1131088     1131570          483        1
 1200        +     1131680     1132369          690        1
 1201        +     1132369     1133172          804        1
 1202        +     1133176     1134036          861        1
 1203        +     1134241     1134483          243        1
 1204        -     1134470     1135540         1071        1
 1205        -     1135577     1136395          819        1
 1206        -     1136914     1139385         2472        1
 1207        +     1139471     1140001          531        1
 1208        -     1140164     1140655          492        1
 1209        +     1140810     1142486         1677        1
 1210        -     1142483     1142953          471        1
 1211        -     1142968     1143873          906        1
 1212        +     1144161     1145495         1335        1
 1213        +     1145492     1145920          429        1
 1214        +     1146016     1146399          384        1
 1215        +     1146561     1147652         1092        1
 1216        -     1147657     1149024         1368        1
 1217        -     1149338     1149646          309        1
 1218        +     1149779     1150936         1158        1
 1219        -     1150985     1152115         1131        1
 1220        -     1152112     1152936          825        1
 1221        -     1152933     1153796          864        1
 1222        -     1153793     1154830         1038        1
 1223        +     1155170     1156177         1008        1
 1224        +     1156636     1158243         1608        1
 1225        +     1158313     1158597          285        1
 1226        +     1158697     1159626          930        1
 1227        +     1159623     1160678         1056        1
 1228        +     1160671     1161603          933        1
 1229        -     1161797     1162204          408        1
 1230        +     1162390     1163478         1089        1
 1231        -     1163787     1164101          315        1
 1232        -     1164434     1165747         1314        1
 1233        -     1165821     1166438          618        1
 1234        +     1166531     1167001          471        1
 1235        -     1167097     1167540          444        1
 1236        -     1167630     1168064          435        1
 1237        -     1168066     1168374          309        1
 1238        -     1168404     1169627         1224        1
 1239        -     1169642     1172317         2676        1
 1240        -     1172360     1175869         3510        1
 1241        -     1175871     1176143          273        1
 1242        +     1176694     1177470          777        1
 1243        -     1177552     1178163          612        1
 1244        -     1178318     1178791          474        1
 1245        +     1179057     1180157         1101        1
 1246        -     1180288     1180992          705        1
 1247        -     1181193     1182068          876        1
 1248        -     1182068     1182823          756        1
 1249        -     1182890     1184155         1266        1
 1250        -     1184127     1184528          402        1
 1251        -     1184541     1185674         1134        1
 1252        -     1185715     1186800         1086        1
 1253        +     1186917     1187987         1071        1
 1254        +     1188047     1188865          819        1
 1255        -     1188871     1189632          762        1
 1256        +     1189799     1190716          918        1
 1257        +     1190742     1191521          780        1
 1258        -     1191556     1193994         2439        1
 1259        +     1194314     1195141          828        1
 1260        +     1195116     1195973          858        1
 1261        +     1196027     1197316         1290        1
 1262        +     1197316     1197990          675        1
 1263        +     1198068     1198322          255        1
 1264        -     1198319     1199065          747        1
 1265        -     1199072     1199734          663        1
 1266        -     1199838     1200728          891        1
 1267        +     1200817     1201536          720        1
 1268        -     1201618     1203273         1656        1
 1269        -     1203290     1205020         1731        1
 1270        -     1205035     1205772          738        1
 1271        -     1205780     1206328          549        1
 1272        -     1206335     1206820          486        1
 1273        -     1206802     1207581          780        1
 1274        -     1207720     1208331          612        1
 1275        -     1208353     1209093          741        1
 1276        -     1209319     1209945          627        1
 1277        -     1209942     1210697          756        1
 1278        -     1210694     1211578          885        1
 1279        -     1211628     1212872         1245        1
 1280        -     1212850     1214175         1326        1
 1281        -     1215023     1215172          150        2
 1282        -     1215480     1215956          477        2
 1283        +     1219148     1219288          141        2
 1284        -     1219285     1219953          669        2
 1285        +     1221723     1222481          759        1
 1286        -     1222836     1224056         1221        1
 1287        -     1224053     1224883          831        1
 1288        +     1224924     1225562          639        1
 1289        -     1225515     1226303          789        1
 1290        -     1226374     1227213          840        1
 1291        +     1227331     1227969          639        1
 1292        +     1227966     1228826          861        1
 1293        +     1228845     1229777          933        1
 1294        +     1229879     1230226          348        1
 1295        +     1230384     1230845          462        1
 1296        +     1231063     1231395          333        1
 1297        -     1231434     1232069          636        1
 1298        -     1232193     1232723          531        1
 1299        +     1232924     1234315         1392        1
 1300        -     1234364     1234942          579        1
 1301        +     1235083     1235430          348        2
 1302        -     1235437     1236639         1203        1
 1303        +     1236819     1237019          201        2
 1304        -     1237705     1238565          861        1
 1305        -     1238645     1239883         1239        1
 1306        -     1239910     1240728          819        1
 1307        +     1240810     1242129         1320        1
 1308        +     1242464     1243636         1173        1
 1309        +     1243671     1244072          402        1
 1310        -     1244183     1244557          375        1
 1311        -     1244724     1245053          330        1
 1312        -     1245179     1245775          597        1
 1313        -     1245916     1246866          951        1
 1314        -     1246898     1248250         1353        1
 1315        +     1248422     1250533         2112        1
 1316        +     1250612     1251112          501        1
 1317        +     1251310     1252692         1383        1
 1318        -     1252689     1253060          372        1
 1319        -     1253050     1253466          417        1
 1320        -     1253505     1253723          219        1
 1321        -     1253689     1254495          807        1
 1322        +     1254742     1255326          585        1
 1323        +     1255428     1255667          240        1
 1324        -     1255662     1256009          348        1
 1325        +     1256097     1256615          519        1
 1326        -     1256612     1257733         1122        1
 1327        +     1257898     1258233          336        1
 1328        -     1258230     1259174          945        1
 1329        +     1259290     1259529          240        1
 1330        +     1259513     1260130          618        1
 1331        -     1260400     1261167          768        1
 1332        -     1261611     1262843         1233        1
 1333        -     1262844     1263989         1146        1
 1334        -     1263976     1264446          471        1
 1335        -     1264452     1265435          984        1
 1336        -     1265410     1265979          570        1
 1337        -     1265963     1266514          552        1
 1338        -     1266561     1267679         1119        1
 1339        -     1267669     1268184          516        1
 1340        +     1268322     1269551         1230        1
 1341        -     1269615     1269980          366        1
 1342        +     1270066     1271604         1539        1
 1343        -     1271606     1272340          735        1
 1344        -     1272358     1272813          456        1
 1345        +     1272943     1273401          459        1
 1346        +     1273480     1273758          279        1
 1347        +     1273932     1275101         1170        1
 1348        +     1275199     1275546          348        1
 1349        -     1275809     1277044         1236        1
 1350        +     1277685     1277990          306        2
 1351        -     1278152     1278589          438        2
 1352        +     1278941     1280023         1083        1
 1353        +     1280027     1281112         1086        1
 1354        +     1281109     1281660          552        1
 1355        +     1281627     1282691         1065        1
 1356        +     1282688     1283458          771        1
 1357        +     1283451     1284413          963        1
 1358        +     1284440     1285366          927        1
 1359        +     1285370     1286068          699        1
 1360        -     1286022     1287059         1038        1
 1361        -     1287040     1288038          999        1
 1362        -     1288041     1289051         1011        1
 1363        +     1289226     1290395         1170        1
 1364        +     1290404     1291081          678        1
 1365        -     1291128     1292027          900        1
 1366        -     1292290     1292745          456        1
 1367        +     1292832     1293155          324        1
 1368        -     1293131     1293511          381        1
 1369        +     1293864     1294301          438        1
 1370        -     1294298     1295473         1176        1
 1371        +     1296197     1299136         2940        1
 1372        +     1299240     1300217          978        1
 1373        -     1300661     1301836         1176        1
 1374        +     1301965     1302906          942        1
 1375        +     1302913     1304082         1170        1
 1376        +     1304198     1304530          333        1
 1377        -     1304586     1305047          462        1
 1378        -     1305010     1305828          819        1
 1379        -     1305986     1306210          225        1
 1380        +     1306365     1308020         1656        1
 1381        +     1308214     1309299         1086        1
 1382        -     1309321     1310715         1395        1
 1383        -     1310690     1310932          243        1
 1384        -     1310929     1311105          177        1
 1385        +     1311228     1311890          663        1
 1386        +     1311872     1313185         1314        1
 1387        +     1313206     1313676          471        1
 1388        +     1313751     1314869         1119        1
 1389        -     1314943     1315983         1041        1
 1390        +     1316110     1316529          420        1
 1391        -     1316504     1317499          996        1
 1392        -     1317492     1317716          225        1
 1393        +     1317807     1319015         1209        1
 1394        +     1319045     1319443          399        1
 1395        -     1319423     1320049          627        1
 1396        -     1320081     1321043          963        1
 1397        +     1321155     1322750         1596        1
 1398        -     1322709     1323302          594        1
 1399        -     1323371     1324630         1260        1
 1400        -     1324752     1327163         2412        1
 1401        -     1327231     1327557          327        1
 1402        -     1327612     1328454          843        1
 1403        +     1328521     1329369          849        1
 1404        +     1329333     1330274          942        1
 1405        -     1330271     1331479         1209        1
 1406        -     1331551     1332924         1374        1
 1407        +     1333121     1333864          744        1
 1408        +     1333897     1334295          399        1
 1409        -     1334284     1334718          435        1
 1410        +     1334977     1336152         1176        1
 1411        -     1336118     1336444          327        1
 1412        -     1336767     1338215         1449        1
 1413        -     1338942     1340507         1566        1
 1414        -     1340510     1341907         1398        1
 1415        +     1342066     1342551          486        1
 1416        -     1342576     1342773          198        1
 1417        +     1342983     1344902         1920        1
 1418        +     1344892     1345848          957        1
 1419        +     1345885     1346352          468        1
 1420        -     1346397     1347689         1293        1
 1421        +     1347941     1350136         2196        1
 1422        +     1350291     1351271          981        1
 1423        -     1351308     1351676          369        1
 1424        -     1351746     1352417          672        1
 1425        -     1352524     1352739          216        1
 1426        -     1352829     1354217         1389        1
 1427        +     1354540     1357245         2706        1
 1428        +     1357211     1357369          159        1
 1429        +     1357720     1358931         1212        1
 1430        -     1358977     1360353         1377        1
 1431        +     1360739     1361551          813        1
 1432        -     1361548     1363050         1503        1
 1433        -     1363064     1363879          816        1
 1434        +     1364030     1364887          858        1
 1435        -     1364891     1365070          180        1
 1436        +     1365604     1365837          234        1
 1437        +     1365843     1366559          717        1
 1438        -     1366570     1367484          915        1
 1439        +     1367629     1368375          747        1
 1440        -     1368481     1369680         1200        1
 1441        -     1369924     1371393         1470        1
 1442        +     1371639     1371860          222        1
 1443        +     1371867     1373681         1815        1
 1444        +     1373746     1374054          309        1
 1445        +     1374061     1374468          408        1
 1446        +     1374459     1375052          594        1
 1447        -     1375066     1377768         2703        1
 1448        -     1377997     1378332          336        1
 1449        -     1378386     1379411         1026        1
 1450        -     1379425     1380078          654        1
 1451        -     1380124     1380450          327        1
 1452        -     1380533     1380988          456        1
 1453        -     1380995     1381177          183        1
 1454        -     1381201     1381716          516        1
 1455        -     1381823     1382665          843        1
 1456        +     1382732     1383484          753        1
 1457        +     1383703     1383924          222        1
 1458        -     1383948     1384703          756        1
 1459        +     1384821     1385216          396        1
 1460        -     1385358     1385795          438        1
 1461        -     1385832     1386740          909        1
 1462        +     1386886     1389732         2847        1
 1463        +     1389894     1390958         1065        1
 1464        -     1391509     1392837         1329        1
 1465        -     1392938     1393363          426        1
 1466        -     1393392     1394093          702        1
 1467        -     1394108     1395367         1260        1
 1468        +     1395525     1395677          153        1
 1469        +     1395939     1397222         1284        1
 1470        +     1397225     1399153         1929        1
 1471        -     1399273     1400127          855        1
 1472        -     1400130     1401128          999        1
 1473        -     1401178     1402920         1743        1
 1474        -     1403056     1403490          435        1
 1475        +     1403677     1404555          879        1
 1476        +     1404718     1405215          498        1
 1477        +     1405218     1407575         2358        1
 1478        +     1407575     1408453          879        1
 1479        +     1408580     1409476          897        1
 1480        +     1409484     1410569         1086        1
 1481        -     1410540     1411232          693        1
 1482        +     1411329     1411772          444        1
 1483        +     1411860     1412756          897        1
 1484        -     1412743     1412958          216        1
 1485        -     1413181     1415082         1902        1
 1486        -     1415060     1415320          261        1
 1487        -     1415284     1415931          648        1
 1488        -     1416064     1416777          714        1
 1489        -     1416931     1417464          534        1
 1490        -     1418407     1419441         1035        1
 1491        +     1419723     1420697          975        1
 1492        +     1420722     1421600          879        2
 1493        -     1421663     1421968          306        1
 1494        -     1422029     1422199          171        1
 1495        +     1423014     1423550          537        1
 1496        -     1423537     1424121          585        1
 1497        -     1424155     1425372         1218        1
 1498        +     1425438     1425995          558        1
 1499        -     1425943     1426212          270        1
 1500        -     1426330     1427238          909        1
 1501        -     1427238     1428182          945        1
 1502        -     1428198     1429925         1728        1
 1503        -     1430398     1431318          921        1
 1504        +     1431510     1433057         1548        1
 1505        +     1433196     1434203         1008        1
 1506        +     1434224     1435066          843        1
 1507        +     1435086     1436036          951        1
 1508        +     1436055     1437080         1026        1
 1509        +     1437125     1438003          879        1
 1510        +     1438427     1439806         1380        1
 1511        +     1439803     1440951         1149        1
 1512        -     1440998     1442605         1608        1
 1513        -     1442776     1444749         1974        1
 1514        -     1444993     1445097          105        2
 1515        +     1445578     1446762         1185        1
 1516        +     1446781     1449780         3000        1
 1517        +     1449914     1452151         2238        1
 1518        +     1452336     1453142          807        1
 1519        +     1453440     1454192          753        1
 1520        -     1454279     1456195         1917        1
 1521        -     1456324     1457064          741        1
 1522        -     1457124     1457744          621        1
 1523        +     1458028     1459575         1548        1
 1524        -     1459592     1459828          237        2
 1525        -     1459944     1461014         1071        1
 1526        +     1461402     1461968          567        1
 1527        +     1462549     1463037          489        1
 1528        -     1463025     1464941         1917        1
 1529        -     1465133     1465852          720        1
 1530        -     1466017     1467603         1587        1
 1531        -     1467895     1468875          981        1
 1532        -     1468931     1470181         1251        1
 1533        -     1470181     1471104          924        1
 1534        -     1471101     1472390         1290        1
 1535        -     1472435     1473496         1062        1
 1536        +     1473724     1475190         1467        1
 1537        +     1475192     1476838         1647        1
 1538        +     1476820     1477671          852        1
 1539        +     1477802     1478953         1152        1
 1540        +     1478938     1479837          900        1
 1541        -     1479850     1480092          243        1
 1542        -     1480336     1480776          441        1
 1543        -     1480782     1481153          372        1
 1544        -     1481183     1481464          282        1
 1545        -     1481572     1482921         1350        1
 1546        -     1482991     1484715         1725        1
 1547        +     1484778     1485377          600        1
 1548        +     1485337     1486074          738        1
 1549        -     1486090     1486380          291        1
 1550        +     1486624     1487097          474        1
 1551        +     1487204     1487512          309        1
 1552        +     1487592     1489049         1458        1
 1553        +     1489115     1489402          288        1
 1554        +     1489508     1489990          483        1
 1555        +     1489951     1490592          642        1
 1556        -     1490741     1490917          177        1
 1557        -     1490978     1491697          720        1
 1558        +     1491800     1492291          492        1
 1559        -     1492288     1493703         1416        1
 1560        -     1493770     1494045          276        1
 1561        +     1494263     1495213          951        1
 1562        -     1495304     1495771          468        1
 1563        -     1495998     1496792          795        1
 1564        -     1496804     1497598          795        1
 1565        -     1497567     1498448          882        1
 1566        -     1498423     1498701          279        1
 1567        +     1498826     1499560          735        1
 1568        +     1499602     1500162          561        1
 1569        +     1500388     1501011          624        1
 1570        -     1500995     1501948          954        1
 1571        +     1502076     1503293         1218        1
 1572        -     1503290     1503682          393        1
 1573        +     1503759     1504442          684        1
 1574        +     1504439     1504996          558        1
 1575        +     1504993     1505589          597        1
 1576        -     1505557     1506396          840        1
 1577        -     1506426     1507925         1500        1
 1578        -     1507987     1508430          444        1
 1579        -     1508397     1509641         1245        1
 1580        -     1509717     1510424          708        1
 1581        +     1510540     1512393         1854        1
 1582        -     1512411     1512836          426        1
 1583        -     1512918     1513583          666        1
 1584        -     1513641     1513832          192        1
 1585        +     1513919     1514167          249        1
 1586        -     1514215     1514454          240        1
 1587        -     1514430     1515659         1230        1
 1588        +     1515862     1517019         1158        1
 1589        +     1517046     1518230         1185        1
 1590        +     1518245     1518790          546        1
 1591        +     1518804     1519268          465        1
 1592        +     1519404     1521938         2535        1
 1593        +     1521874     1522977         1104        1
 1594        -     1523001     1524383         1383        1
 1595        -     1524465     1525100          636        1
 1596        -     1525097     1525777          681        1
 1597        -     1525774     1526487          714        1
 1598        -     1526484     1526990          507        1
 1599        -     1526944     1527498          555        1
 1600        +     1527910     1528260          351        2
 1601        -     1528778     1530205         1428        1
 1602        +     1530316     1530723          408        1
 1603        +     1530888     1531697          810        1
 1604        +     1531704     1532822         1119        1
 1605        +     1532843     1534153         1311        1
 1606        +     1534231     1535379         1149        1
 1607        -     1535368     1536030          663        1
 1608        +     1536101     1537099          999        1
 1609        -     1537096     1538334         1239        1
 1610        -     1538628     1539089          462        1
 1611        +     1539157     1539741          585        1
 1612        +     1539725     1541194         1470        1
 1613        -     1541139     1541906          768        1
 1614        +     1542022     1543149         1128        1
 1615        -     1543135     1543479          345        1
 1616        +     1543645     1544352          708        1
 1617        +     1544370     1545917         1548        1
 1618        +     1545901     1546875          975        1
 1619        +     1546920     1548707         1788        1
 1620        +     1548801     1549769          969        1
 1621        -     1549881     1550951         1071        1
 1622        +     1551618     1552715         1098        1
 1623        -     1552739     1553167          429        1
 1624        -     1553582     1554445          864        1
 1625        -     1554449     1555927         1479        1
 1626        +     1556182     1557720         1539        1
 1627        -     1557763     1558059          297        1
 1628        -     1558052     1558912          861        1
 1629        -     1558993     1559655          663        1
 1630        +     1559755     1561053         1299        1
 1631        +     1561136     1561474          339        1
 1632        +     1561524     1561826          303        1
 1633        +     1561896     1563014         1119        1
 1634        +     1563741     1564178          438        2
 1635        +     1564331     1564648          318        1
 1636        -     1564662     1565825         1164        1
 1637        +     1565922     1567277         1356        1
 1638        +     1567393     1568580         1188        1
 1639        -     1568577     1568915          339        1
 1640        +     1569012     1570676         1665        1
 1641        +     1570742     1571038          297        1
 1642        +     1571101     1571976          876        1
 1643        -     1571959     1572672          714        1
 1644        -     1572859     1573110          252        1
 1645        -     1573146     1575359         2214        1
 1646        -     1575490     1575651          162        1
 1647        -     1575653     1575925          273        1
 1648        -     1576185     1577354         1170        1
 1649        +     1577445     1577912          468        1
 1650        +     1577921     1578475          555        1
 1651        +     1578465     1579274          810        1
 1652        +     1579358     1579804          447        1
 1653        +     1579914     1580744          831        1
 1654        -     1580861     1581694          834        1
 1655        -     1581850     1583487         1638        1
 1656        -     1583608     1584069          462        1
 1657        +     1584170     1584610          441        1
 1658        +     1584634     1585233          600        1
 1659        +     1585302     1585706          405        1
 1660        +     1585809     1589351         3543        1
 1661        +     1589338     1590303          966        1
 1662        +     1590404     1591156          753        1
